id,dishid,namedish,description,nameingr,ingr,stepname,stepdish
57,139831,"Рулет из куриного филе ""Мелодия""",Хочу предложить рецепт аппетитного рулета с начинкой из куриной печени и чернослива. Он обязательно порадует вас своим вкусом! Приглашаю!,"Ингредиенты для «Рулет из куриного филе ""Мелодия""»:","['Филе куриное 1 шт', 'Бекон 70 г', 'Соевый соус 2 ст. л.', 'Чеснок 3 зуб.', 'Масло растительное 2 ст. л.', 'Печень куриная 90 г', 'Шпик 50 г', 'Лук-порей 1 шт', 'Чернослив 100 г', 'Лимон 1 шт', 'Уксус 80 мл', 'Сахар коричневый 1 ст. л.', 'Вода 150 мл', 'Соль  по вкусу', 'Перец черный  по вкусу']","Рецепт «Рулет из куриного филе ""Мелодия""»:","Нам понадобятся все продукты, кроме яблока. Филе вымыть и обсушить. Острым ножом разрезать вдоль и раскрыть. Филе поместить в целлофановый пакет и слегка отбить. Маринад готовим из соевого соуса, растительного масла и трёх зубчиков чеснока, выдавленных через пресс. Мясо смазываем маринадом с двух сторон и оставляем на 30 - 40 минут. В это время займемся подготовкой начинки. Сначала готовим маринад для чернослива. В яблочный уксус добавляем коричневый сахар и перемешиваем. Затем добавляем лимонные корочки. Чернослив моем, заливаем маринадом и оставляем на 20 минут. Шпик необходимо мелко нарезать и растопить на сковороде до состояния шкварок. Я его немного не додержала! Затем добавляем нарезанную куриную печенку и обжариваем несколько минут. Солим и перчим по вкусу. Чернослив достаём из маринада, разрезаем пополам и выкладываем на сковороду. Всё перемешиваем и жарим несколько минут. Сюда же добавляем лук-порей, нарезанный кружочками, и слегка обжариваем. Затем начинку со сковороды перекладываем, а жир оставляем, он пригодится для запекания! Филе достаём из маринада, на него выкладываем внахлёст ломтики бекона, затем - начинку. Поднимая края, сворачиваем рулет. Его можно перевязать нитками или скрепить зубочистками. В форму для запекания добавляем жир со сковороды, воду и выкладываем рулет. Форму плотно закрываем фольгой и ставим в разогретую духовку. Запекать будем при 200 градусах 20 минут, а потом фольгу снимаем и держим в духовке ещё 10 минут. Я запекала при 180 градусах 40 минут, и 10 минут без фольги. Вы ориентируйтесь по своей духовке. Рулет отлично пропёкся! Вот такой он в разрезе! Начинка сочная и мясо нежное! Этот рецепт я приготовила в подарок для Наташи (LNataly )! Наташенька, я не смогла порадовать тебя в День рождения, пусть это случится 1 апреля! Пусть весёлый настрой сегодняшнего дня приносит радость и улыбки каждый день! Этот рецепт - участник акции ""Готовим вместе - кулинарная неделя"". Обсуждение приготовления на форуме -"
58,33306,Утка в пиве,Очень ароматное и нежное мясо утки понравится даже детям!!!! Пиво совершенно не чувствуется!,Ингредиенты для «Утка в пиве»:,"['Утка 1 шт', 'Пиво светлое Пиво', 'Пиво 0,5  л', 'Лук репчатый 1-2  шт', 'Маргарин']",Рецепт «Утка в пиве»:,"Тушку утки мою, удаляю все оставшиеся перья и разрезаю на порционные куски. Кусочки обжариваю в сковороде до золотистого цвета. Перекладываю мясо в утятницу. В том же жире, где жарилась утка, обжариваю крупно порезанный лук тоже до золотистого цвета. Отправляю его в утятницу. Заливаю все это пивом. НЕ СОЛЮ!!! Ставлю утятницу с закрытой крышкой в духовку, примерно, на 1 час (время зависит от вида утки), после чего крышку снимаю и запекаю еще минут 15. Утка готова. Приятного аппетита!"
59,114130,Суп из баранины с нутом,"Ароматный, насыщенный, питательный суп.",Ингредиенты для «Суп из баранины с нутом»:,"['Баранина 1 кг', 'Нут 1\\2 стак.', 'Перец болгарский 2 шт', 'Лук репчатый 1 шт', 'Чеснок 1 зуб.', 'Морковь 1 шт', 'Помидор 2 шт', 'Масло растительное 4 ст. л.', 'Тимьян 1 ', 'Кориандр 1\\2 ч. л.', 'Зира', 'Соль', 'Перец черный', 'Лист лавровый 1 шт', 'Лук красный 1 шт', 'Кинза', 'Перец чили']",Рецепт «Суп из баранины с нутом»:,"1. Нут замочить на ночь, затем слить воду, залить чистой и варить до готовности. Баранину вымыть, обсушить, залить водой. Довести до кипения, снять пену и варить до готовности. 2. Лук, чеснок и морковь почистить. Овощи вымыть. лук и чеснок нарезать кубиком, морковь натереть на терке. 3. С помидор снять кожицу и нарезать кубиком. У перца удалить семена и нарезать произвольно. В сковороде разогреть масло, выложить лук и чеснок, тимьян, кориандр, зиру и обжарить до прозрачности. 4. Затем добавить морковь и обжарить. Тимьян вынуть, добавить помидоры и потушить 5-7 минут. Снять с огня. 5. Готовое мясо вынуть, отделить от костей и вернуть в кастрюлю. В кастрюлю с мясом добавить нут, болгарский перец и варить 2-3 минуты 6. Затем добавить зажарку, довести до кипения, посолить, поперчить по вкусу. Потомить 5 минут, добавить лавровый лист и снять с огня. 7. Ялтинский лук нарезать перьями, острый перец колечками. В тарелку с супом положить немного лука, острого перца по вкусу и листочки кинзы. Приятного аппетита!"
60,37124,Тыквенные пирожные,"Когда надо что-то быстрое и недорогое для домашнего чаепития. У меня все продукты были дома и не хотелось покупать ничего лишнего. Тесто - кексовое рассыпчатое, прослойка из абрикосового джема и глазурь на сгущенке. Очень просто и вкусно!",Ингредиенты для «Тыквенные пирожные»:,"['Маргарин 90 г', 'Сахар 135 г', 'Яйцо куриное 3 шт', 'Пюре овощное 200 г', 'Мука пшеничная Мука', 'Мука 200 г', 'Крахмал 3 ст. л.', 'Кефир 75 мл', 'Сода 1 ч. л.', 'Варенье', 'Молоко сгущенное 1 ст. л.', 'Какао-порошок 1 ст. л.', 'Масло сливочное 1 ст. л.']",Рецепт «Тыквенные пирожные»:,"Маргарин растопить и взбить с сахаром. Вбить по одному яйца, взбивая миксером после каждого. Добавить кефир и тыквенное пюре, перемешать. Добавить гашеную соду и просеять муку с крахмалом. Перемешать (но не очень долго), вылить на противень и выпекать при 180-200 град. до зарумянивания. Разрезать готовый пласт пополам (я для удобства разрезала на 4 части) и густо промазать вареньем (оно потом очень хорошо пропитывает корж!). Для глазури нагреть масло, сгущенку и какао, проварить до загустения и произвольно украсить пирожные (предварительно разрезав их на порционные кусочки). Приятного аппетита!"
61,69584,Конфеты для шампанского,"Недавно я была на выставке современной подачи еды и присутствовала на демонстрации подачи напитков. Кондитеры вместе с сомелье показывали новые приёмы, и один из них хочу представить вам. Как сказали большие специалисты, сочетание изысканного напитка с конфетами ручной работы, нарочито простоватого вида – новый тренд. Надеюсь, вам понравится.",Ингредиенты для «Конфеты для шампанского»:,"['Масло сливочное 40 г', 'Сахар 70 г', 'Молоко 4 ст. л.', 'Какао-порошок 4 ст. л.', 'Миндаль 0.5 стак.', 'Ром 20 г']",Рецепт «Конфеты для шампанского»:,"Для этого рецепта беру коричневый сахар Мистраль. Орехи размолоть на кофемолке до очень мелкого состояния. Пересыпать в миску. Насыпать в сотейник сахар, какао, положить масло и влить молоко; разогревать на медленном огне... ... до однородности. Когда смесь будет однородной и густой, влить ром, перемешать и снять с огня. Готовую смесь влить в молотые орехи и замесить тесто. Если смесь будет рассыпаться, добавляйте по чайной ложке горячее молоко. У меня сразу получилась эластичная масса. Сформировать вручную шарики и сделать выемку ножом, чтобы потом надевать на бокал. Если будете подавать просто как конфеты, то это не обязательно, смесь очень послушная, она примет любую форму. Используйте медицинские перчатки, это предохранит ваши руки от горячей смеси. Готовые конфеты выложим на тарелку до полного остывания, в холодильник ставить необязательно. Немного из истории конфет. История конфет началась давным-давно. Это сегодня полки магазинов ломятся от красиво упакованных сладостей самых разных видов. Но путь от первой конфеты до современной, завернутой в блестящий фантик или уложенной в красивую коробку, был долгим. Самые первые кондитеры появились в Древнем Египте. Там научились особым образом варить сладости из меда, фиников с добавлением миндаля и плодов фиги. Подобие современных конфет готовили в Древнем Риме: там кроме меда в ход шли орехи, маковые зернышки и кунжут. В Древней Руси научились готовить сладости из патоки и меда. Слово «конфета» в переводе с латинского означает «приготовленное снадобье». Только вот снадобье это длительное время являлось привилегией знати и богачей, будучи недоступным простолюдинам. В 1659 году во Франции Давид Шэлли открывает шоколадную фабрику – первую в мире! На ней изготавливаются сладости необычных форм, напоминающие конфеты. Спустя 12 лет французский посол в Бельгии изобретает пралине – сладкий десерт из смеси засахаренного меда, шоколада и тертого миндаля. Первые же мармеладные конфеты, по заверениям историков кулинарии, появились в Малой Азии, где их готовили из айвы и яблок. Самые интересные повороты можно проследить в истории шоколадных конфет. Сначала их считали чуть ли не панацеей от многих болезней и настоящей магической едой. Когда выяснилось, что шоколад ничего не лечит, его начали ругать все, кому не лень. Вот строка из письма одной барышни своей подруге, живших в XVI веке в Европе: «Не советую тебе больше есть шоколад. Одна моя знакомая ела его, когда была беременная, и родила абсолютно черного ребенка.» Как же я люблю конфеты! Как же я люблю конфеты, расскажу вам по секрету. Круглый год, зимой и летом только думаю об этом! Не поверите, народ,- удовольствий полон рот! Ну, зачем же есть котлеты, кашу с маслом, винегреты, если знаете при этом, то, что в доме есть конфеты! Джем, повидло и варенье ем всегда без настроенья. Торты, пудинги и кексы тоже мне не интересны! Шоколадки тоже сладки, но в них нет такой помадки! Шоколадки без начинки- будто книжки без картинки! Кушать их неинтересно, даже вредно, если честно! Вот, возьму кило, к примеру, угощу конфеткой Веру. И еще подружке Свете дам всего одну конфету. Угостить и вас конфетой? Не мечтайте вы об этом! Остальные все с собой заберу опять домой! Пусть везде лежат: в кармане, на столе и на диване. В кухне, зале и прихожей пусть лежат конфеты тоже! Даже в спальне, под подушкой, даже в сумке, где игрушки! Если в доме нет конфеты - точно, это - конец света! Я конфеты так люблю, их не ем лишь,... когда сплю! Вот, проснулась на рассвете,- в голове опять конфеты. Даже глаз уже косит: за конфетою следит! Эти стихи Гацько Елены отлично передают моё отношение к конфетам."
62,68424,Лазанья с тыквой и вялеными томатами,"Лазанья - это классика итальянской кухни, но сегодня мы взглянем на нее с другой стороны, в рецепте будем использовать овощи, причем, тыкву - самый настоящий осенний продукт, который многие обходят стороной, а зря! 
Итак, окунемся в осеннюю Италию!",Ингредиенты для «Лазанья с тыквой и вялеными томатами»:,"['Тыква 600 г', 'Чеснок 2 зуб.', 'Лук репчатый 2 шт', 'Молоко 300 мл', 'Масло сливочное 2 ст. л.', 'Мука пшеничная Мука', 'Мука 2 ст. л.', 'Сыр твердый 50 г', 'Лазанья 8 шт', 'Томаты вяленые 10 шт', 'Соль', 'Перец черный']",Рецепт «Лазанья с тыквой и вялеными томатами»:,"Тыкву очистить и нарезать кубиками. Лук очистить и мелко нарезать, так же поступить с чесноком. Вяленые томаты измельчить. Разогреть сковороду, влить туда масло от вяленых томатов и обжарить немного лук, чеснок, тыкву и томаты. Затем влить немного кипятка и тушить около 15 минут. Для этого рецепта я использовала листы лазаньи марки Пармалат. Жаропрочную форму смазать маслом, на дно положить две пластины лазаньи, сверху тушеные овощи. Чередовать слои: лазанья, овощи, последним слоем должна быть лазанья. Теперь приготовим соус. Для этого надо в сливочном масле пассеровать муку. Постепенно влить молоко, при этом постоянно мешать, чтобы избежать образование комков, добавить горсть сыра, посолить, поперчить и варить до загустения около минуты. Залить соусом лазанью. Посыпать оставшимся сыром и запекать в разогретой до 180*C духовке в течение 30-35 минут. Вкусно как в горячем, так и в холодном виде!!!"
63,100980,"Пирожное ""Коврижка""","Есть в нашем населенном пункте торговый павильончик сладостей. В 2006-2007 годах коробочками по 2-2,5 кг покупала я понравившуюся очень мне коврижку. Но потом ее возить перестали, сославшись, что ее сняли с производства. Через определенное время под таким же оформлением появилась другая выпечка, но вкус совсем был не тот. Пробовала другие виды коврижки, были вкусные, но от той очень отличались. Недавно готовила вкусный рецепт выпечки, но у меня не все ингредиенты были в наличии, но это было и неважно, поскольку не все члены семьи их любят в выпечке, а одну специю я положила, перепутав название. НО! В результате вкус напомнил мне ту самую мою любимую коврижку. Приготовила вновь, уже оформив внешне подобно той коврижке. Теперь могу себя побаловать сама когда-то очень любимой коврижкой. Единственное отличие, что моя коврижка воздушней и нежней, как пирожное. Может и кому-то из Вас полюбится.","Ингредиенты для «Пирожное ""Коврижка""»:","['Масло сливочное 60 г', 'Шоколад темный 100 г', 'Мука пшеничная Мука', 'Мука 3 ст. л.', 'Какао-порошок 2 ст. л.', 'Яйцо куриное 3 шт', 'Ванильный сахар 1/3 ч. л.', 'Корица 1/3 ч. л.', 'Имбирь 1/3 ч. л.', 'Орех мускатный 1/3 ч. л.', 'Кориандр 1/5 ч. л.', 'Разрыхлитель теста 1 ч. л.', 'Молоко сгущенное 4 ч. л.']","Рецепт «Пирожное ""Коврижка""»:","Плитку темного шоколада и масло сливочное растопить удобным для вас способом, но не кипятить. Сыпучие ингредиенты (мука пшеничная, какао-порошок, разрыхлитель теста, ванильный сахар, корица, мускатный орех, кориандр и имбирь) смешать в одной емкости. В шоколадно-масляную массу добавить яйцо куриное. Тщательно перемешать, немного при этом взбивая. Полученную массу соединить с сыпучей смесью и тщательно перемешать до однородной консистенции. Выложить тесто в смазанную маслом форму и выпекать в нагретой духовке до готовности (проверить лучинкой). В моей духовке нельзя выпекать в силиконовых формах, потому мне пришлось изготовить самой, если кому-то нужен совет как, то обращайтесь, помогу обязательно. Можно просто выпечь одним коржом, затем нарезать на порции. Готовые полусферки или прямоугольники, квадратики и т. п. (8 шт.) соединить количеством вареного сгущенного молока (1 ч. л. с горкой) попарно, при желании украсить глазурью. Вот такие пирожные у меня получились! Сахар в тесто не кладу совсем, т. к. для нашей семьи достаточно сладости, которую дает шоколад, сгущенное молоко и глазурь. Если любите послаще, то можно добавить 3-5 ст. л. сахарного песка. Приятного аппетита!!!"
64,157553,Постная дрожжевая лепёшка,Такую лепёшку я делаю почти каждый день вместо хлеба. Единственное я сегодня её дополнила вяленными помидорами и тыквенными семечками. Делается быстро и просто и на праздничный стол пойдёт вместо хлеба.,Ингредиенты для «Постная дрожжевая лепёшка»:,"['Мука пшеничная Мука', 'Мука 1 стак.', 'Сахар 05 ч. л.', 'Соль 05 ч. л.', 'Дрожжи 05 ч. л.', 'Вода 100 мл', 'Масло подсолнечное 1 ст. л.', 'Томаты вяленые 6 шт', 'Масло подсолнечное 1 ст. л.', 'Семечки тыквенные 05 ст. л.', 'Базилик 025 ч. л.', 'Розмарин 025 ч. л.']",Рецепт «Постная дрожжевая лепёшка»:,"Делаем тесто. Муку просеиваем и добавляем к ней соль, сахар, дрожжи. Соединяем. Наливаем тёплую воду и масло подсолнечное не рафинированное. С ним лепёшка будет ярче и вкусней, чем с рафинированным маслом. Силиконовой лопаточкой замешиваем тесто и затем работаем руками. Тесто очень податливо, к рукам не пристаёт. Скатываем тесто в шар и помещаем в эмалированную посуду или посуду, смазанную маслом. Ставим в тёплое место на 30-40 минут. Вяленные томаты у меня были в пакетике, сухие. Я их порезала помельче и залила подсолнечным маслом, опять же не рафинированным. Тесто увеличилось в размере. Обминаем его и формируем из него лепёшку, прямо руками. Можно использовать скалку. Выкладываем на противень. Я использую антипригарную форму. Диаметр лепёшки примерно 20-22 см. Обмазываем верх кисточкой с подсолнечным маслом не рафинированным. Как я уже говорила, у лепёшки цвет будет ярче! Для лепёшки в принципе и всё. Иногда её я посыпаю сухой петрушкой и укропом, иногда-орегано, иногда тмином. Сегодня я на неё уложу вяленые помидоры, семечки, посыплю базиликом и розмарином сухими-такой праздничный вариант. Ставлю в разогретую духовку до т-180-200 С на 15 минут. Готова! Покрасила яйца жидкими красителями ТМ Dr. Oetker. Оказывается, что эта торговая марка ещё и их выпускает. С удовольствием попробовала. Подаём. Разлом лепёшки. Похожа на фокаччу, только фокачча делается исключительно на оливковом масле. Замечательная лепёшка! Вкусная и ароматная! Простая в исполнение! Её можно есть и просто - безо всего. Можно с супом и с салатом... и т д! С рафинированным маслом пробовала, получается бледноватая. Сделала вывод-лучше не рафинированное холодного отжима."
65,158777,Кекс классический,Простой рецепт классических кексов.,Ингредиенты для «Кекс классический»:,"['Маргарин 200 г', 'Сахар 1.5 стак.', 'Кефир 1 стак.', 'Сода 1 ч. л.', 'Мука пшеничная Мука', 'Мука 3 стак.', 'Ванильный сахар 1 ч. л.', 'Яйцо куриное 4 шт']",Рецепт «Кекс классический»:,Маргарин растопить Всыпать сахар и размешать Вбить яйца (вбивать по одному яйцу и перемешивать) Добавить кефир Погасить соду кефиром Добавить муку (добавлять пока тесто не будет как густая сметана) Поставить в разогретую духовку Приятного аппетита!
66,124175,"Пирожки ""Малышки""","Приготовьте сами, возьмите с собой на перекус чудесные пирожки-малышки и будет вам счастье!!! Какие же они вкусные - эти пирожки-малышки!!! И готовить их легко, и формовка очень интересная! А тесто? - это что-то невероятное! Мягкое, послушное, слоеное, просто - восхитительно! Угощайтесь, друзья!
За рецепт благодарю Алию!!!","Ингредиенты для «Пирожки ""Малышки""»:","['Картофель 1 кг', 'Лук репчатый 3 шт', 'Масло сливочное 265 г', 'Масло растительное 5 ст. л.', 'Соль 1 ч. л.', 'Сахар 1 ст. л.', 'Дрожжи 11 г', 'Молоко 1 стак.', 'Мука пшеничная Мука', 'Мука 3,5 стак.', 'Перец черный 1 щепот.']","Рецепт «Пирожки ""Малышки""»:","Приготовить начинку (начинка может быть любой, только обязательно густой). Нарезать лук. Лук, посолить, поперчить, добавить немножко сахарку. Обжарить на растительном масле с добавлением сливочного масла до прозрачности. Картофель почистить и отварить до готовности. Отварной картофель пюрировать, добавить жаренный лук, перемешать. Дать начинке остыть. Масло растопить и дать слегка остыть. Молоко подогреть, добавить сахар и дрожжи. Дрожжи должны разойтись. В миске соединить растопленное сливочное масло и молочно-дрожжевую смесь. Смесь должна быть теплой. Просеять муку и соль. В сливочно-дрожжевую массу постепенно добавить муку. Перемешивать ложкой. Выложить тесто на стол, припыленный мукой. Немного подмесить. Тесто готово! Оно должно быть мягким. Разделить тесто на 6 равных кусочков. Каждый кусочек раскатать в тонкий пласт (желательно прямоугольник). Разложить начинку вдоль длинной стороны теста. Свернуть в рулет и защепить края. А сейчас самое интересное - формовка!!! Руку припылить мукой. Ребром ладони делать распиливающие движение, так чтобы рулет катался под рукой. Благодаря распиливанию, края пирожков сами склеиваются. Но я все-равно краешки слегка придавливаю. Выложить пирожки на противень, застеленный пекарской бумагой. Смазывать ничем не надо. Отправить в разогретую духовку (180 градусов). Выпекать 25-30 минут. Если эти пирожки сильно не поджаривать, они будут мягкими-мягкими. А если чуть больше подержать их в духовке, они будут хрустящими. И тесто покажется - слоеным. Вот они какие внутри - мало теста и много начинки! Приятного аппетита!"
67,80338,Рулет мясной с крабовыми палочками,"Рулет ""Крабик в шубе"". Сочный, вкусный и безумно нежный рулет. Понравится и взрослым и детям. Украсит праздничный стол и повседневный. Угощайтесь!",Ингредиенты для «Рулет мясной с крабовыми палочками»:,"['Фарш мясной 700 г', 'Лук репчатый 2 шт', 'Чеснок 1 зуб.', 'Специи 0,5 ч. л.', 'Крабовые палочки 250 г', 'Яйцо куриное 2 шт', 'Укроп 1 пуч.', 'Сыр мягкий 100 г']",Рецепт «Рулет мясной с крабовыми палочками»:,"В фарш добавить специи, мелко рубленый чеснок и лук, перемешать Отварные яйца и сыр натереть на терке, укроп мелко нашинковать, все перемешать Крабовые палочки обвалять в начинке Марлю намочить в холодной воде и расстелить, на нее выложить фарш и руками выровнять толщиной 1 см Сверху выложить палочки с начинкой и свернуть в рулет, руками помочь плотно стянуть марлю Марлю аккуратно снять, это легко, фарш очень податливый Рулет выложить швом вниз на форму, где он будет запекаться с 3 ст. л. оливкового масла. На рулете сделать пальцами небольшие выемки, и отправить рулет запекаться на 20 мин при 200 градусах Приятного аппетита"
68,145102,"Салат ""Калейдоскоп""","Вкусный, сочный, быстрый салатик, который разнообразит серые будни. Уверяю вас, что салат исчезнет очень быстро со стола. Угощайтесь!","Ингредиенты для «Салат ""Калейдоскоп""»:","['Приправа', 'Грудка куриная 1 шт', 'Перец болгарский 1 шт', 'Огурец маринованный 4 шт', 'Кукуруза 100 г', 'Лук красный 0,5 шт', 'Майонез']","Рецепт «Салат ""Калейдоскоп""»:","На лист из приправы МАГГИ выложить на одну сторону слегка отбитую грудку. Накрыть второй стороной бумаги, прижать ладонью и обжарить грудку с двух сторон на сухой сковороде по 7 минут с каждой стороны. С кукурузы слить жидкость и выложить в салатник. Добавить нарезанный мелким кубиком огурец и перец. Красный лук нашинковать как можно мельче, добавить майонез. Готовую куриную грудку нарезать маленьким кубиком. Салат перемешать. Приятного аппетита!!!"
69,21757,Цветные пельмешки,Появилась идея сделать цветные пельмешки для дочки. Вот что получилось.,Ингредиенты для «Цветные пельмешки»:,"['Мука пшеничная Мука', 'Сок', 'Сок морковный', 'Яйцо куриное', 'Фарш мясной', 'Соль', 'Чеснок', 'Лук репчатый']",Рецепт «Цветные пельмешки»:,"Готовим два вида теста - одно из свекольного сока, яйца и муки, другое - из морковного сока, яйца и муки. Фарш - свинина, говядина, куриннный фарш, лук, чеснок, соль. Лепим из теста пельмени. Вот такие они получаются. Варим как обычно в подсоленной воде, с добавлением лаврового листа. Приятного аппетита! Дочка уплетала за обе щеки :-)"
70,91025,Фриттата с рисом и овощами,"Фриттата — это итальянский омлет, который готовят с начинками из риса, сыра, овощей, колбасы или мяса. Обычно фриттату готовят на плите, затем доводят до готовности в духовке. Получается очень вкусное и красочное блюдо.",Ингредиенты для «Фриттата с рисом и овощами»:,"['Яйцо куриное 3 шт', 'Рис 0,75 стак.', 'Помидоры черри 8 шт', 'Сосиска 3 шт', 'Молоко 0,75 стак.', 'Шафран 0,5 ч. л.', 'Зелень 1 пуч.', 'Приправа', 'Морковь 1/4 стак.', 'Фасоль стручковая 1/4 стак.', 'Кукуруза 1/4 стак.', 'Горошек зеленый 1/4 стак.', 'Масло оливковое']",Рецепт «Фриттата с рисом и овощами»:,"Готовим омлетную заливку: взбить яйца с молоком в блендере и добавить зелень и специи. Отварим рис по инструкции. В немного остывший рис добавим шафран, половину омлетной заливки и перемешаем. Обжариваем на оливковом масле порезанные овощи; морковь, зеленую фасоль, добавляем к ним кукурузу с горошком и специи. Шинкуем зелень и нарезаем тонкими кружочками сосиски. Разогреваем духовку до t 190 С. Достаем формочки для выпечки, у меня силиконовые, их не надо смазывать маслом. В каждую ячейку выкладываем рис. На рис кладем овощную начинку. Заливаем начинку взбитыми яйцами. Сверху раскладываем кружочки сосисек и отправляем формочки в духовку на 20-30 мин., выпекаем до золотистой корочки. Достаем из духовки формочки, немного остывают и выкладываем фриттату на блюдо. Украшаем фриттату половинками черри и подаем холодной или горячей, можно со сметаной с зеленым салатом и хрустящим хлебом. Можно завернуть в листик зеленого салата, на верх положить ложечку сметанки и наслаждаться. Приятного аппетита!"
71,140280,Пасхальный кулич с творогом,"На сайте огромное количество различных рецептов по выпечке замечательных куличей.
Я вам хочу предложить сдобные куличи с творогом. Тесто на эти куличи подходит немного дольше. Куличи получились в меру сладкие, влажноватые. Для любителей послаще, нужно кол-во сахара увеличить. У меня получилось 2 больших и 12 маленьких. Разрез очень красивый получился.
Если вы ещё не готовили такие куличи, пробуйте, результат должен вас порадовать.",Ингредиенты для «Пасхальный кулич с творогом»:,"['Молоко 125 мл', 'Дрожжи 21 г', 'Сахар 1/2 ст. л.', 'Мука пшеничная Мука', 'Мука 150 г', 'Яйцо куриное 1 шт', 'Желток яичный 2 шт', 'Ванильный сахар 1 пакет.', 'Творог 125 г', 'Йогурт 75 г', 'Маргарин 50 г', 'Сахар 160 г', 'Соль 1 ч. л.', 'Масло растительное 1 ст. л.', 'Крахмал кукурузный 1 ст. л.', 'Мука пшеничная Мука', 'Мука 278 г', 'Белок яичный 2 шт', 'Сахарная пудра 100 г', 'Сок лимонный 1/2 ч. л.', 'Посыпка кондитерская', 'Изюм 50 г', 'Ром 2 ст. л.', 'Цедра апельсина 1 пакет.', 'Мука пшеничная Мука', 'Мука 1/2 ст. л.', 'Крахмал кукурузный 1/2 ст. л.']",Рецепт «Пасхальный кулич с творогом»:,"Готовим опару. Дрожжи размять на небольшие кусочки. Влить теплое молоко, добавить сахар, перемешать. Добавить муку. Замесить жидкое тесто и оставить в тепле, чтобы опара поднялась. Изюм залить ромом. Добавить цедру апельсина, перемешать. В миску для замеса теста выложить творог, йогурт, добавить соль, влить растопленный маргарин и все перемешать. Через 45мин. опара готова, добавить ее в миску для замеса. Яйца взбить вилкой и добавить в миску. Добавить немного муки, всыпать сахар, начать замес теста с помощью лопатки. Муку (278г) вводить частями, тесто липкое, с лопатки не должно падать. Ром от изюма слить в тесто. В изюм добавить муку и крахмал, перемешать и добавить в тесто. Изюм перемешать с тестом, на край теста добавить растительное масло и хорошо вымесить тесто лопаткой. Миску закрыть крышкой и убрать в теплое место на 1-1,5часа. Через 80 мин. тесто подошло. Рабочую поверхность обильно присыпать мукой, тесто брать частями и нежно обвалять в муке, помогая скребком, сформировать шар, по размеру как вам нужно для вашей формы. Формы смазать маслом. Тесто должно занимать примерно треть формы, закрыть пленкой и убрать в теплое место для подъема. Если брать теста больше, структура готового изделия будет плотнее. Я провела эксперимент и взяла теста 1/4 большой формы. Из остального теста я решила сделать мини-куличи в силиконых формах для маффинов. Здесь теста взяла правильно- треть формы. Накрыть их пленкой (ее обильно припылить мукой) и убрать в теплое место. Подошеднее тесто можно смазать взбитым яйцом (это не обязательно), делать очень аккуратно, чтобы не потревожить тесто. Печь в разогретой духовки до 180С большие формы 30-40 мин., маленькие 15-20мин., готовность проверить деревяной спицей. Следите за своей духовкой. Если тесто начнет пригорать, закройте форму фольгой и продолжить выпечку. Остудить в формах. Большие формы повернуть на бок. Готовим глазурь-мокрое безе. Белки взбить в небольшую пену, добавить лимонный сок и частями сахарную пудру, продолжаем взбивать. Миску с белками выставить на кипящую воду, следите, чтобы миска не касалась воды. Взбить до пиков 2-3мин. Глазурь, приготовленная таким способом, не превращается в сухую корку, остается влажной. Остывшие куличи вынуть из форм, покрыть белковой глазурью. Светлой Пасхи!!! Гармонии, любви, семейного уюта и счастья!!! Этот рецепт - участник акции ""Готовим вместе - кулинарная неделя"". Обсуждение приготовления на форуме -"
